officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Baisi Colony B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Bakalo B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Bakaruma B.O,496118,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Pathalgoan S.O,Raigarh H.O,83.44486886666667,22.577270866666666,22.577270866666666,83.44486886666667
Balangi B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Balrampur S.O,497119,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,07831-273962,NA,Ambikapur H.O,83.51204869615384,23.435207934615384,23.435207934615384,83.51204869615384
Bandrachuwan B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Baneya B.O,497114,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratapgarh S.O,Ambikapur H.O,NA,NA,NA,NA
Bangurkela B.O,496334,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Duldula S.O,Raigarh H.O,84.105537,22.711876,22.711876,84.105537
Bangursia B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Bangursiya B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Banhar B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Banja B.O,497231,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Bhaiyathan S.O,Ambikapur H.O,82.81767298333334,23.497621,23.497621,82.81767298333334
Banjaridand B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Banora B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Bansi B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Gharghoda,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Bansipur B.O,497339,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Koriya,CHATTISGARH,NA,Churcha Colly S.O,Ambikapur H.O,82.4900182,23.43035935,23.43035935,82.4900182
Bar B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Baradoli B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Baramkela S.O,496551,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,07768-265240,NA,Raigarh H.O,83.2783685,21.53263745,21.53263745,83.2783685
Barangjore B.O,496225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Kunkuri S.O,Raigarh H.O,83.940498925,22.76838195,22.76838195,83.940498925
Barbaspur B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Barbhouna B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kharsia,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Bardar B.O,497119,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Balrampur S.O,Ambikapur H.O,83.51204869615384,23.435207934615384,23.435207934615384,83.51204869615384
Bardar B.O,497449,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Koriya,CHATTISGARH,NA,Chirimiri Colly S.O,Ambikapur H.O,82.38191966000001,23.10979188,23.10979188,82.38191966000001
Bargidih B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Bargwan B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Barion B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Barod B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Gharghoda,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Barpali B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Barra B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kharsia,Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Bartikala B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Basantala B.O,496334,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Duldula S.O,Raigarh H.O,84.105537,22.711876,22.711876,84.105537
Basantpur B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Basdei B.O,497231,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Bhaiyathan S.O,Ambikapur H.O,82.81767298333334,23.497621,23.497621,82.81767298333334
Baskepi B.O,497119,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Balrampur S.O,Ambikapur H.O,83.51204869615384,23.435207934615384,23.435207934615384,83.51204869615384
Basnajhal B.O,496245,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Lawakera S.O,Raigarh H.O,83.86124115,22.36999995,22.36999995,83.86124115
Basnajhar B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Bataikela B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Bataikela B.O,497111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Sitapur S.O,Ambikapur H.O,83.47180013333333,22.840427466666664,22.840427466666664,83.47180013333333
Batouli S.O,497101,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,07834-269449,NA,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Batra B.O,497226,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Bishrampur S.O (Surguja),Ambikapur H.O,82.97503915,23.15452,23.15452,82.97503915
Baturakachar B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Behrakhar B.O,496225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Kunkuri S.O,Raigarh H.O,83.940498925,22.76838195,22.76838195,83.940498925
Behramar B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Bengchi B.O,496551,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Baramkela S.O,Raigarh H.O,83.2783685,21.53263745,21.53263745,83.2783685
Bhadisar B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Bhagora B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Bhagora B.O,496242,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Farsabahar S.O,Raigarh H.O,83.849699,22.519733,22.519733,83.849699
Bhagwanpur B.O,497778,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Koriya,CHATTISGARH,NA,Janakpur S.O,Ambikapur H.O,81.995850875,23.672312025,23.672312025,81.995850875
Bhainapara B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Bhaiyathan S.O,497231,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,07775-233036,NA,Ambikapur H.O,82.81767298333334,23.497621,23.497621,82.81767298333334
Bhalumar B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Gharghoda,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Bhatgaon Colly S.O,497235,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,07775-268223,NA,Ambikapur H.O,NA,NA,NA,NA
Bhedia B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Bhedimuda B.O,496115,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Rajpur (RIH) S.O,Raigarh H.O,NA,NA,NA,NA
Bhedwan B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Bhelwan B.O,496245,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Lawakera S.O,Raigarh H.O,83.86124115,22.36999995,22.36999995,83.86124115
Bhendri B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Bhimsela B.O,496330,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Manora S.O (Jashpur),Raigarh H.O,83.968753,23.117405,23.117405,83.968753
Bhitgara B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Bhithi B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Bhothli B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Bhulsikala B.O,497224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Kusmi S.O,Ambikapur H.O,83.95143612142857,23.27826827142857,23.27826827142857,83.95143612142857
Bhuneshwarpur B.O,497333,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Ramanujnagar S.O,Ambikapur H.O,82.83580995,22.74638175,22.74638175,82.83580995
Bhupdeopur B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Bhusu B.O,497111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Sitapur S.O,Ambikapur H.O,83.47180013333333,22.840427466666664,22.840427466666664,83.47180013333333
Biharpur B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Bilaspur B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Bimda B.O,496224,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Bagicha S.O,Raigarh H.O,83.6555563,22.9768562,22.9768562,83.6555563
Binjkot B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Birendranagar B.O,497225,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Pratappur,Surguja,CHATTISGARH,NA,Wadrafnagar S.O,Ambikapur H.O,83.14610674772727,23.876157779545455,23.876157779545455,83.14610674772727
Birnipali B.O,496551,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Baramkela S.O,Raigarh H.O,83.2783685,21.53263745,21.53263745,83.2783685
Birsingha B.O,496113,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Lailunga S.O,Raigarh H.O,83.51630555,22.36998415,22.36998415,83.51630555
Bishrampur S.O (Surguja),497226,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,07775-265611,NA,Ambikapur H.O,82.97503915,23.15452,23.15452,82.97503915
Boirdadar B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Bojia B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Bonda B.O,496554,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Saria S.O,Raigarh H.O,83.33380585,21.63827965,21.63827965,83.33380585
Boro B.O,496116,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Dharmajaigarh S.O,Raigarh H.O,83.1796794,22.421968775,22.421968775,83.1796794
Botalda B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
B-seam Colly B.O,497447,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Manendragarh,Koriya,CHATTISGARH,NA,West Jhagrakhand Colly S.O,Ambikapur H.O,NA,NA,NA,NA
Budhar B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Buldega B.O,496220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Jashpur,CHATTISGARH,NA,Ludeg S.O,Raigarh H.O,83.64797515714285,22.54841252857143,22.54841252857143,83.64797515714285
Bunga B.O,496100,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Kondatarai S.O,Raigarh H.O,83.32370775,21.7868661,21.7868661,83.32370775
Chaki B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Chakradharnagar S.O,496001,S.O,Non-Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,07762-222920,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Chalgahikhas B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Champakhudia B.O,496336,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Sanna S.O,Raigarh H.O,NA,NA,NA,NA
Chando B.O,497119,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Balrampur S.O,Ambikapur H.O,83.51204869615384,23.435207934615384,23.435207934615384,83.51204869615384
Chandora B.O,497223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Pratappur S.O (Surguja),Ambikapur H.O,83.26448538095238,23.54392792857143,23.54392792857143,83.26448538095238
Chandramedha B.O,497235,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Bhatgaon Colly S.O,Ambikapur H.O,NA,NA,NA,NA
Chandranagar B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Chandrasekharpur B.O,496665,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Udaipur (Dharamjaigarh),Raigarh,CHATTISGARH,NA,Chhal S.O,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Chanti B.O,497778,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Janakpur,Koriya,CHATTISGARH,NA,Janakpur S.O,Ambikapur H.O,81.995850875,23.672312025,23.672312025,81.995850875
Chantipali B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Charaidand B.O,496334,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Duldula S.O,Raigarh H.O,84.105537,22.711876,22.711876,84.105537
Chetba B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Chhal S.O,496665,S.O,Delivery,Raigarh,Raipur,Chattisgarh,NA,Raigarh,CHATTISGARH,07766-277618,NA,Raigarh H.O,83.07660076666666,22.130691133333336,22.130691133333336,83.07660076666666
Chhapora B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Chharratangar B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Chhatamura B.O,496001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,NA,Raigarh H.O,83.38185532075472,21.891284179245286,21.891284179245286,83.38185532075472
Chhattarpur B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Chheraghoghar B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Chhincorumaria B.O,496440,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Pussore S.O,Raigarh H.O,83.4192159,21.76526185,21.76526185,83.4192159
Chhind B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Chhinddand B.O,497335,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,NA,Baikunthapur S.O,Ambikapur H.O,82.54227245,23.242552475,23.242552475,82.54227245
Chhodamines B.O,496661,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kharsia S.O,Raigarh H.O,83.126162,21.977436876190477,21.977436876190477,83.126162
Chhote Lendhra B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarnagarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Chhotegumda B.O,496111,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Gharghoda S.O,Raigarh H.O,83.36323568333334,22.197314433333336,22.197314433333336,83.36323568333334
Chhte Khaira B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Chikhli B.O,496100,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Kondatarai S.O,Raigarh H.O,83.32370775,21.7868661,21.7868661,83.32370775
Chiknipani B.O,496220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Jashpurnagar,Jashpur,CHATTISGARH,NA,Ludeg S.O,Raigarh H.O,83.64797515714285,22.54841252857143,22.54841252857143,83.64797515714285
Chiniya B.O,497220,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surguja,Surguja,CHATTISGARH,NA,Ramanujganj S.O,Ambikapur H.O,83.57153603200001,23.749082196,23.749082196,83.57153603200001
Chiranga B.O,497101,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sitapur,Surguja,CHATTISGARH,NA,Batouli S.O,Ambikapur H.O,83.4042239,23.04036182857143,23.04036182857143,83.4042239
Chirimiri Colly S.O,497449,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Manendragarh,Koriya,CHATTISGARH,07771-261312,NA,Ambikapur H.O,82.38191966000001,23.10979188,23.10979188,82.38191966000001
Chirmi B.O,497449,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Manendragarh,Koriya,CHATTISGARH,NA,Chirimiri Colly S.O,Ambikapur H.O,82.38191966000001,23.10979188,23.10979188,82.38191966000001
Chongaribahar B.O,496223,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Bagicha,Jashpur,CHATTISGARH,NA,Kansabel S.O,Raigarh H.O,83.67034673333333,22.766541366666665,22.766541366666665,83.67034673333333
Choranga B.O,496115,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Raigarh,Raigarh,CHATTISGARH,NA,Rajpur (RIH) S.O,Raigarh H.O,NA,NA,NA,NA
Chungudi B.O,497235,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Bhatgaon Colly S.O,Ambikapur H.O,NA,NA,NA,NA
Churcha Colly S.O,497339,S.O,Delivery,Raigarh,Raipur,Chattisgarh,Baikunthapur,Koriya,CHATTISGARH,07836-266135,NA,Ambikapur H.O,82.4900182,23.43035935,23.43035935,82.4900182
Dabhra B.O,496551,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Baramkela S.O,Raigarh H.O,83.2783685,21.53263745,21.53263745,83.2783685
Dahida B.O,496450,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Hardi S.O (Raigarh),Raigarh H.O,83.1639982,21.6651247,21.6651247,83.1639982
Damdama B.O,496551,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Baramkela S.O,Raigarh H.O,83.2783685,21.53263745,21.53263745,83.2783685
Dandadih B.O,496334,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Kunkuri,Jashpur,CHATTISGARH,NA,Duldula S.O,Raigarh H.O,84.105537,22.711876,22.711876,84.105537
Dandgaon B.O,497117,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Lakhanpur,Surguja,CHATTISGARH,NA,Udaipur S.O,Ambikapur H.O,NA,NA,NA,NA
Dansara B.O,496445,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Sarangarh,Raigarh,CHATTISGARH,NA,Sarangarh S.O,Raigarh H.O,83.136411675,21.582818725,21.582818725,83.136411675
Darima B.O,497001,B.O directly a/w Head Office,Delivery,Raigarh,Raipur,Chattisgarh,Ambikapur,Surguja,CHATTISGARH,NA,NA,Ambikapur H.O,83.16133458490566,23.1077110754717,23.1077110754717,83.16133458490566
Darripara B.O,497231,B.O,Delivery,Raigarh,Raipur,Chattisgarh,Surajpur,Surguja,CHATTISGARH,NA,Bhaiyathan S.O,Ambikapur H.O,82.81767298333334,23.497621,23.497621,82.81767298333334
